state,district,year,month,rain
Gujarat,Dangs,2012,November,7
Gujarat,Dangs,2012,December,0
Gujarat,Dangs,2013,January,0
Gujarat,Dangs,2013,February,0
Gujarat,Dangs,2013,March,0
Gujarat,Dangs,2013,April,0
Gujarat,Dangs,2013,May,0
Gujarat,Dangs,2013,June,292
Gujarat,Dangs,2013,July,832
Gujarat,Dangs,2013,August,518
Gujarat,Dangs,2013,September,243
Gujarat,Dangs,2013,October,0
Gujarat,Dangs,2013,November,36
Gujarat,Dangs,2013,December,0
Gujarat,Dangs,2014,January,0
Gujarat,Dangs,2014,February,0
Gujarat,Dangs,2014,March,0
Gujarat,Dangs,2014,April,0
Gujarat,Dangs,2014,May,0
Gujarat,Dangs,2014,June,65
Gujarat,Dangs,2014,July,546
Gujarat,Dangs,2014,August,1071
Gujarat,Dangs,2014,September,784
Gujarat,Dangs,2014,October,127
Gujarat,Dangs,2014,November,0
Gujarat,Dangs,2014,December,0
Gujarat,Dangs,2015,January,0
Gujarat,Dangs,2015,February,0
Gujarat,Dangs,2015,March,0
Gujarat,Dangs,2015,April,0
Gujarat,Dangs,2015,May,0
Gujarat,Dangs,2015,June,37
Gujarat,Dangs,2015,July,866
Gujarat,Dangs,2015,August,154
Gujarat,Dangs,2015,September,250
Gujarat,Dangs,2015,October,166
Gujarat,Dangs,2015,November,59
Gujarat,Dangs,2015,December,0
Gujarat,Dangs,2016,January,0
Gujarat,Dangs,2016,February,0
Gujarat,Dangs,2016,March,0
Gujarat,Dangs,2016,April,0
Gujarat,Dangs,2016,May,0
Gujarat,Dangs,2016,June,176
Gujarat,Dangs,2016,July,427
Gujarat,Dangs,2016,August,788
Gujarat,Dangs,2016,September,312
Gujarat,Dangs,2016,October,40
Gujarat,Dangs,2016,November,144
Gujarat,Dangs,2016,December,0
Gujarat,Gandhinagar,2010,January,0
Gujarat,Gandhinagar,2010,February,0
Gujarat,Gandhinagar,2010,March,0
Gujarat,Gandhinagar,2010,April,0
Gujarat,Gandhinagar,2010,May,0
Gujarat,Gandhinagar,2010,June,138.3
Gujarat,Gandhinagar,2010,July,170
Gujarat,Gandhinagar,2010,August,429
Gujarat,Gandhinagar,2010,September,14.7
Gujarat,Gandhinagar,2010,October,6.7
Gujarat,Gandhinagar,2010,November,0
Gujarat,Gandhinagar,2010,December,0
Gujarat,Gandhinagar,2011,January,0
Gujarat,Gandhinagar,2011,February,0
Gujarat,Gandhinagar,2011,March,0
Gujarat,Gandhinagar,2011,April,0
Gujarat,Gandhinagar,2011,May,2
Gujarat,Gandhinagar,2011,June,325
Gujarat,Gandhinagar,2011,July,555.4
Gujarat,Gandhinagar,2011,August,196.3
Gujarat,Gandhinagar,2011,September,332
Gujarat,Gandhinagar,2011,October,0
Gujarat,Gandhinagar,2011,November,0
Gujarat,Gandhinagar,2011,December,0
Gujarat,Gandhinagar,2012,January,0
Gujarat,Gandhinagar,2012,February,0
Gujarat,Gandhinagar,2012,March,0
Gujarat,Gandhinagar,2012,April,0
Gujarat,Gandhinagar,2012,May,0
Gujarat,Gandhinagar,2012,June,58.3
Gujarat,Gandhinagar,2012,July,327.8
Gujarat,Gandhinagar,2012,August,523.6
Gujarat,Gandhinagar,2012,September,144.8
Gujarat,Gandhinagar,2012,October,1.3
Gujarat,Gandhinagar,2012,November,0
Gujarat,Gandhinagar,2012,December,0
Gujarat,Gandhinagar,2013,January,0
Gujarat,Gandhinagar,2013,February,0
Gujarat,Gandhinagar,2013,March,0
Gujarat,Gandhinagar,2013,April,0
Gujarat,Gandhinagar,2013,May,0
Gujarat,Gandhinagar,2013,June,38.3
Gujarat,Gandhinagar,2013,July,633.3
Gujarat,Gandhinagar,2013,August,365
Gujarat,Gandhinagar,2013,September,64.8
Gujarat,Gandhinagar,2013,October,0
Gujarat,Gandhinagar,2013,November,0
Gujarat,Gandhinagar,2013,December,0
Gujarat,Gandhinagar,2014,January,0
Gujarat,Gandhinagar,2014,February,0
Gujarat,Gandhinagar,2014,March,0
Gujarat,Gandhinagar,2014,April,5.8
Gujarat,Gandhinagar,2014,May,0
Gujarat,Gandhinagar,2014,June,26.3
Gujarat,Gandhinagar,2014,July,175.5
Gujarat,Gandhinagar,2014,August,413.3
Gujarat,Gandhinagar,2014,September,111.5
Gujarat,Gandhinagar,2014,October,0
Gujarat,Gandhinagar,2014,November,0
Gujarat,Gandhinagar,2014,December,8
Gujarat,Gandhinagar,2015,January,0
Gujarat,Gandhinagar,2015,February,0
Gujarat,Gandhinagar,2015,March,0
Gujarat,Gandhinagar,2015,April,0
Gujarat,Gandhinagar,2015,May,0
Gujarat,Gandhinagar,2015,June,1.5
Gujarat,Gandhinagar,2015,July,381.1
Gujarat,Gandhinagar,2015,August,115.6
Gujarat,Gandhinagar,2015,September,3.3
Gujarat,Gandhinagar,2015,October,8.6
Gujarat,Gandhinagar,2015,November,0
Gujarat,Gandhinagar,2015,December,0
Gujarat,Gandhinagar,2016,January,0
Gujarat,Gandhinagar,2016,February,0
Gujarat,Gandhinagar,2016,March,0
Gujarat,Gandhinagar,2016,April,0
Gujarat,Gandhinagar,2016,May,0
Gujarat,Gandhinagar,2016,June,81.8
Gujarat,Gandhinagar,2016,July,341.6
Gujarat,Gandhinagar,2016,August,307.5
Gujarat,Gandhinagar,2016,September,168.8
Gujarat,Gandhinagar,2016,October,0
Gujarat,Gandhinagar,2016,November,20.9
Gujarat,Gandhinagar,2016,December,0.6
Gujarat,Jamnagar,2010,January,0.6
Gujarat,Jamnagar,2010,February,0
Gujarat,Jamnagar,2010,March,0
Gujarat,Jamnagar,2010,April,0
Gujarat,Jamnagar,2010,May,21.9
Gujarat,Jamnagar,2010,June,144.5
Gujarat,Jamnagar,2010,July,68.7
Gujarat,Jamnagar,2010,August,259
Gujarat,Jamnagar,2010,September,32.8
Gujarat,Jamnagar,2010,October,35.5
Gujarat,Jamnagar,2010,November,0
Gujarat,Jamnagar,2010,December,0
Gujarat,Jamnagar,2011,January,0
Gujarat,Jamnagar,2011,February,0
Gujarat,Jamnagar,2011,March,0
Gujarat,Jamnagar,2011,April,0
Gujarat,Jamnagar,2011,May,0
Gujarat,Jamnagar,2011,June,103.1
Gujarat,Jamnagar,2011,July,182.1
Gujarat,Jamnagar,2011,August,76.6
Gujarat,Jamnagar,2011,September,214
Gujarat,Jamnagar,2011,October,0
Gujarat,Jamnagar,2011,November,0
Gujarat,Jamnagar,2011,December,0
Gujarat,Jamnagar,2012,January,0
Gujarat,Jamnagar,2012,February,0
Gujarat,Jamnagar,2012,March,3
Gujarat,Jamnagar,2012,April,0
Gujarat,Jamnagar,2012,May,0
Gujarat,Jamnagar,2012,June,51.3
Gujarat,Jamnagar,2012,July,370
Gujarat,Jamnagar,2012,August,247.4
Gujarat,Jamnagar,2012,September,101.8
Gujarat,Jamnagar,2012,October,0
Gujarat,Jamnagar,2012,November,0
Gujarat,Jamnagar,2012,December,0
Gujarat,Jamnagar,2013,January,0
Gujarat,Jamnagar,2013,February,4.3
Gujarat,Jamnagar,2013,March,0
Gujarat,Jamnagar,2013,April,0
Gujarat,Jamnagar,2013,May,0
Gujarat,Jamnagar,2013,June,132
Gujarat,Jamnagar,2013,July,269.6
Gujarat,Jamnagar,2013,August,630.3
Gujarat,Jamnagar,2013,September,162.7
Gujarat,Jamnagar,2013,October,0
Gujarat,Jamnagar,2013,November,0.4
Gujarat,Jamnagar,2013,December,0
Gujarat,Jamnagar,2014,January,0.5
Gujarat,Jamnagar,2014,February,0.7
Gujarat,Jamnagar,2014,March,0.1
Gujarat,Jamnagar,2014,April,0
Gujarat,Jamnagar,2014,May,0
Gujarat,Jamnagar,2014,June,139.2
Gujarat,Jamnagar,2014,July,156.9
Gujarat,Jamnagar,2014,August,83.7
Gujarat,Jamnagar,2014,September,192.6
Gujarat,Jamnagar,2014,October,0.8
Gujarat,Jamnagar,2014,November,0.5
Gujarat,Jamnagar,2014,December,2.5
Gujarat,Jamnagar,2015,January,0
Gujarat,Jamnagar,2015,February,0
Gujarat,Jamnagar,2015,March,0
Gujarat,Jamnagar,2015,April,0
Gujarat,Jamnagar,2015,May,0
Gujarat,Jamnagar,2015,June,128.4
Gujarat,Jamnagar,2015,July,629.7
Gujarat,Jamnagar,2015,August,142.8
Gujarat,Jamnagar,2015,September,12.5
Gujarat,Jamnagar,2015,October,4.4
Gujarat,Jamnagar,2015,November,0.2
Gujarat,Jamnagar,2015,December,0
Gujarat,Jamnagar,2016,January,0.3
Gujarat,Jamnagar,2016,February,0
Gujarat,Jamnagar,2016,March,0
Gujarat,Jamnagar,2016,April,0
Gujarat,Jamnagar,2016,May,0
Gujarat,Jamnagar,2016,June,112.2
Gujarat,Jamnagar,2016,July,619.3
Gujarat,Jamnagar,2016,August,471.9
Gujarat,Jamnagar,2016,September,237.1
Gujarat,Jamnagar,2016,October,3
Gujarat,Jamnagar,2016,November,62
Gujarat,Jamnagar,2016,December,0
Gujarat,Junagarh,2010,January,0.8
Gujarat,Junagarh,2010,February,0
Gujarat,Junagarh,2010,March,0
Gujarat,Junagarh,2010,April,0
Gujarat,Junagarh,2010,May,5.6
Gujarat,Junagarh,2010,June,218.2
Gujarat,Junagarh,2010,July,184
Gujarat,Junagarh,2010,August,578
Gujarat,Junagarh,2010,September,30.3
Gujarat,Junagarh,2010,October,14.6
Gujarat,Junagarh,2010,November,0
Gujarat,Junagarh,2010,December,0
Gujarat,Junagarh,2011,January,0
Gujarat,Junagarh,2011,February,0
Gujarat,Junagarh,2011,March,0
Gujarat,Junagarh,2011,April,0
Gujarat,Junagarh,2011,May,0
Gujarat,Junagarh,2011,June,316.7
Gujarat,Junagarh,2011,July,174.3
Gujarat,Junagarh,2011,August,88.9
Gujarat,Junagarh,2011,September,371.4
Gujarat,Junagarh,2011,October,1.4
Gujarat,Junagarh,2011,November,0
Gujarat,Junagarh,2011,December,0
Gujarat,Junagarh,2012,January,0
Gujarat,Junagarh,2012,February,0
Gujarat,Junagarh,2012,March,0.3
Gujarat,Junagarh,2012,April,0
Gujarat,Junagarh,2012,May,0
Gujarat,Junagarh,2012,June,134.9
Gujarat,Junagarh,2012,July,508.8
Gujarat,Junagarh,2012,August,223.4
Gujarat,Junagarh,2012,September,107.3
Gujarat,Junagarh,2012,October,2.7
Gujarat,Junagarh,2012,November,1.5
Gujarat,Junagarh,2012,December,0
Gujarat,Junagarh,2013,January,0
Gujarat,Junagarh,2013,February,0.1
Gujarat,Junagarh,2013,March,0
Gujarat,Junagarh,2013,April,0
Gujarat,Junagarh,2013,May,0
Gujarat,Junagarh,2013,June,154.2
Gujarat,Junagarh,2013,July,226.5
Gujarat,Junagarh,2013,August,956
Gujarat,Junagarh,2013,September,314.1
Gujarat,Junagarh,2013,October,0
Gujarat,Junagarh,2013,November,2.8
Gujarat,Junagarh,2013,December,0
Gujarat,Junagarh,2014,January,0
Gujarat,Junagarh,2014,February,0.1
Gujarat,Junagarh,2014,March,0
Gujarat,Junagarh,2014,April,0
Gujarat,Junagarh,2014,May,0
Gujarat,Junagarh,2014,June,111.9
Gujarat,Junagarh,2014,July,551.2
Gujarat,Junagarh,2014,August,108.8
Gujarat,Junagarh,2014,September,345
Gujarat,Junagarh,2014,October,4.6
Gujarat,Junagarh,2014,November,0
Gujarat,Junagarh,2014,December,0
Gujarat,Junagarh,2015,January,0
Gujarat,Junagarh,2015,February,0
Gujarat,Junagarh,2015,March,0
Gujarat,Junagarh,2015,April,0
Gujarat,Junagarh,2015,May,0
Gujarat,Junagarh,2015,June,204.9
Gujarat,Junagarh,2015,July,1035.7
Gujarat,Junagarh,2015,August,66.9
Gujarat,Junagarh,2015,September,16.4
Gujarat,Junagarh,2015,October,2.4
Gujarat,Junagarh,2015,November,7.6
Gujarat,Junagarh,2015,December,0
Gujarat,Junagarh,2016,January,0
Gujarat,Junagarh,2016,February,0
Gujarat,Junagarh,2016,March,0
Gujarat,Junagarh,2016,April,0
Gujarat,Junagarh,2016,May,1
Gujarat,Junagarh,2016,June,88.7
Gujarat,Junagarh,2016,July,686.8
Gujarat,Junagarh,2016,August,540.1
Gujarat,Junagarh,2016,September,267.1
Gujarat,Junagarh,2016,October,30.5
Gujarat,Junagarh,2016,November,87.5
Gujarat,Junagarh,2016,December,0
Gujarat,Kheda,2010,January,0
Gujarat,Kheda,2010,February,0
Gujarat,Kheda,2010,March,0
Gujarat,Kheda,2010,April,0
Gujarat,Kheda,2010,May,0
Gujarat,Kheda,2010,June,70.4
Gujarat,Kheda,2010,July,156.4
Gujarat,Kheda,2010,August,558.5
Gujarat,Kheda,2010,September,31.1
Gujarat,Kheda,2010,October,14.2
Gujarat,Kheda,2010,November,0
Gujarat,Kheda,2010,December,0
Gujarat,Kheda,2011,January,0
Gujarat,Kheda,2011,February,0
Gujarat,Kheda,2011,March,0
Gujarat,Kheda,2011,April,0
Gujarat,Kheda,2011,May,0
Gujarat,Kheda,2011,June,320.1
Gujarat,Kheda,2011,July,398.1
Gujarat,Kheda,2011,August,130
Gujarat,Kheda,2011,September,290.5
Gujarat,Kheda,2011,October,0
Gujarat,Kheda,2011,November,0
Gujarat,Kheda,2011,December,0
Gujarat,Kheda,2012,January,0
Gujarat,Kheda,2012,February,0
Gujarat,Kheda,2012,March,0.6
Gujarat,Kheda,2012,April,0
Gujarat,Kheda,2012,May,0
Gujarat,Kheda,2012,June,59.5
Gujarat,Kheda,2012,July,616.4
Gujarat,Kheda,2012,August,643.9
Gujarat,Kheda,2012,September,91.4
Gujarat,Kheda,2012,October,0.7
Gujarat,Kheda,2012,November,0
Gujarat,Kheda,2012,December,0
Gujarat,Kheda,2013,January,0
Gujarat,Kheda,2013,February,0
Gujarat,Kheda,2013,March,0
Gujarat,Kheda,2013,April,0
Gujarat,Kheda,2013,May,0
Gujarat,Kheda,2013,June,64.1
Gujarat,Kheda,2013,July,513.6
Gujarat,Kheda,2013,August,385.5
Gujarat,Kheda,2013,September,180.7
Gujarat,Kheda,2013,October,0
Gujarat,Kheda,2013,November,0
Gujarat,Kheda,2013,December,0
Gujarat,Kheda,2014,January,0
Gujarat,Kheda,2014,February,0
Gujarat,Kheda,2014,March,0
Gujarat,Kheda,2014,April,0
Gujarat,Kheda,2014,May,0
Gujarat,Kheda,2014,June,35.9
Gujarat,Kheda,2014,July,207
Gujarat,Kheda,2014,August,313.5
Gujarat,Kheda,2014,September,201.5
Gujarat,Kheda,2014,October,0
Gujarat,Kheda,2014,November,0
Gujarat,Kheda,2014,December,0.2
Gujarat,Kheda,2015,January,0
Gujarat,Kheda,2015,February,0
Gujarat,Kheda,2015,March,0
Gujarat,Kheda,2015,April,0
Gujarat,Kheda,2015,May,0
Gujarat,Kheda,2015,June,1.7
Gujarat,Kheda,2015,July,285
Gujarat,Kheda,2015,August,144.8
Gujarat,Kheda,2015,September,3
Gujarat,Kheda,2015,October,13.6
Gujarat,Kheda,2015,November,2.8
Gujarat,Kheda,2015,December,0
Gujarat,Kheda,2016,January,0
Gujarat,Kheda,2016,February,0
Gujarat,Kheda,2016,March,0
Gujarat,Kheda,2016,April,0
Gujarat,Kheda,2016,May,0
Gujarat,Kheda,2016,June,21.9
Gujarat,Kheda,2016,July,264.8
Gujarat,Kheda,2016,August,408.6
Gujarat,Kheda,2016,September,117.3
Gujarat,Kheda,2016,October,0
Gujarat,Kheda,2016,November,33.8
Gujarat,Kheda,2016,December,0.6
Gujarat,Kutch,2010,January,0.1
Gujarat,Kutch,2010,February,0
Gujarat,Kutch,2010,March,0
Gujarat,Kutch,2010,April,0
Gujarat,Kutch,2010,May,3.9
Gujarat,Kutch,2010,June,69.6
Gujarat,Kutch,2010,July,17.3
Gujarat,Kutch,2010,August,158.9
Gujarat,Kutch,2010,September,33.4
Gujarat,Kutch,2010,October,16.9
Gujarat,Kutch,2010,November,0
Gujarat,Kutch,2010,December,0
Gujarat,Kutch,2011,January,0
Gujarat,Kutch,2011,February,0
Gujarat,Kutch,2011,March,0
Gujarat,Kutch,2011,April,0
Gujarat,Kutch,2011,May,0.1
Gujarat,Kutch,2011,June,84.9
Gujarat,Kutch,2011,July,123.8
Gujarat,Kutch,2011,August,24
Gujarat,Kutch,2011,September,153.7
Gujarat,Kutch,2011,October,0
Gujarat,Kutch,2011,November,0
Gujarat,Kutch,2011,December,0
Gujarat,Kutch,2012,January,0
Gujarat,Kutch,2012,February,0
Gujarat,Kutch,2012,March,2.8
Gujarat,Kutch,2012,April,0
Gujarat,Kutch,2012,May,0
Gujarat,Kutch,2012,June,17.8
Gujarat,Kutch,2012,July,266.5
Gujarat,Kutch,2012,August,241.5
Gujarat,Kutch,2012,September,30.9
Gujarat,Kutch,2012,October,0
Gujarat,Kutch,2012,November,0
Gujarat,Kutch,2012,December,1.4
Gujarat,Kutch,2013,January,0
Gujarat,Kutch,2013,February,2.2
Gujarat,Kutch,2013,March,0.2
Gujarat,Kutch,2013,April,0
Gujarat,Kutch,2013,May,0
Gujarat,Kutch,2013,June,87.9
Gujarat,Kutch,2013,July,111.8
Gujarat,Kutch,2013,August,311.2
Gujarat,Kutch,2013,September,50.5
Gujarat,Kutch,2013,October,0.1
Gujarat,Kutch,2013,November,0
Gujarat,Kutch,2013,December,0
Gujarat,Kutch,2014,January,0.1
Gujarat,Kutch,2014,February,0.1
Gujarat,Kutch,2014,March,0
Gujarat,Kutch,2014,April,0
Gujarat,Kutch,2014,May,0
Gujarat,Kutch,2014,June,63.2
Gujarat,Kutch,2014,July,38
Gujarat,Kutch,2014,August,84
Gujarat,Kutch,2014,September,113.2
Gujarat,Kutch,2014,October,0.1
Gujarat,Kutch,2014,November,1.1
Gujarat,Kutch,2014,December,14.6
Gujarat,Kutch,2015,January,0
Gujarat,Kutch,2015,February,0
Gujarat,Kutch,2015,March,0
Gujarat,Kutch,2015,April,0
Gujarat,Kutch,2015,May,0
Gujarat,Kutch,2015,June,42.4
Gujarat,Kutch,2015,July,323.5
Gujarat,Kutch,2015,August,124.6
Gujarat,Kutch,2015,September,6.4
Gujarat,Kutch,2015,October,0.9
Gujarat,Kutch,2015,November,0.1
Gujarat,Kutch,2015,December,0
Gujarat,Kutch,2016,January,0.3
Gujarat,Kutch,2016,February,0
Gujarat,Kutch,2016,March,0
Gujarat,Kutch,2016,April,0
Gujarat,Kutch,2016,May,0
Gujarat,Kutch,2016,June,52.7
Gujarat,Kutch,2016,July,344.3
Gujarat,Kutch,2016,August,283
Gujarat,Kutch,2016,September,153.3
Gujarat,Kutch,2016,October,0
Gujarat,Kutch,2016,November,54.2
Gujarat,Kutch,2016,December,0
Gujarat,Mehsana,2010,January,0
Gujarat,Mehsana,2010,February,0
Gujarat,Mehsana,2010,March,0
Gujarat,Mehsana,2010,April,0
Gujarat,Mehsana,2010,May,6.2
Gujarat,Mehsana,2010,June,123.8
Gujarat,Mehsana,2010,July,99.9
Gujarat,Mehsana,2010,August,328.3
Gujarat,Mehsana,2010,September,37.4
Gujarat,Mehsana,2010,October,21.5
Gujarat,Mehsana,2010,November,0
Gujarat,Mehsana,2010,December,0
Gujarat,Mehsana,2011,January,0
Gujarat,Mehsana,2011,February,0
Gujarat,Mehsana,2011,March,0
Gujarat,Mehsana,2011,April,0
Gujarat,Mehsana,2011,May,0
Gujarat,Mehsana,2011,June,172.3
Gujarat,Mehsana,2011,July,510.5
Gujarat,Mehsana,2011,August,363.6
Gujarat,Mehsana,2011,September,344.5
Gujarat,Mehsana,2011,October,0
Gujarat,Mehsana,2011,November,0
Gujarat,Mehsana,2011,December,0
Gujarat,Mehsana,2012,January,0
Gujarat,Mehsana,2012,February,0
Gujarat,Mehsana,2012,March,0.2
Gujarat,Mehsana,2012,April,0
Gujarat,Mehsana,2012,May,0
Gujarat,Mehsana,2012,June,111.4
Gujarat,Mehsana,2012,July,352.6
Gujarat,Mehsana,2012,August,803
Gujarat,Mehsana,2012,September,150
Gujarat,Mehsana,2012,October,0.4
Gujarat,Mehsana,2012,November,0
Gujarat,Mehsana,2012,December,0
Gujarat,Mehsana,2013,January,0
Gujarat,Mehsana,2013,February,0
Gujarat,Mehsana,2013,March,0
Gujarat,Mehsana,2013,April,0
Gujarat,Mehsana,2013,May,0
Gujarat,Mehsana,2013,June,38.4
Gujarat,Mehsana,2013,July,661.2
Gujarat,Mehsana,2013,August,335.5
Gujarat,Mehsana,2013,September,64.5
Gujarat,Mehsana,2013,October,0
Gujarat,Mehsana,2013,November,0
Gujarat,Mehsana,2013,December,0
Gujarat,Mehsana,2014,January,0
Gujarat,Mehsana,2014,February,0
Gujarat,Mehsana,2014,March,0
Gujarat,Mehsana,2014,April,5
Gujarat,Mehsana,2014,May,0
Gujarat,Mehsana,2014,June,47.4
Gujarat,Mehsana,2014,July,140.6
Gujarat,Mehsana,2014,August,329.9
Gujarat,Mehsana,2014,September,73.6
Gujarat,Mehsana,2014,October,3.2
Gujarat,Mehsana,2014,November,0
Gujarat,Mehsana,2014,December,7.7
Gujarat,Mehsana,2015,January,0
Gujarat,Mehsana,2015,February,0
Gujarat,Mehsana,2015,March,0
Gujarat,Mehsana,2015,April,0
Gujarat,Mehsana,2015,May,0
Gujarat,Mehsana,2015,June,1.3
Gujarat,Mehsana,2015,July,284.7
Gujarat,Mehsana,2015,August,152.2
Gujarat,Mehsana,2015,September,9.6
Gujarat,Mehsana,2015,October,0.5
Gujarat,Mehsana,2015,November,0
Gujarat,Mehsana,2015,December,0
Gujarat,Mehsana,2016,January,0
Gujarat,Mehsana,2016,February,0
Gujarat,Mehsana,2016,March,0
Gujarat,Mehsana,2016,April,0
Gujarat,Mehsana,2016,May,0
Gujarat,Mehsana,2016,June,62.1
Gujarat,Mehsana,2016,July,345.3
Gujarat,Mehsana,2016,August,281.4
Gujarat,Mehsana,2016,September,97.5
Gujarat,Mehsana,2016,October,0
Gujarat,Mehsana,2016,November,37.4
Gujarat,Mehsana,2016,December,0.1
Gujarat,Narmada,2010,January,0
Gujarat,Narmada,2010,February,0
Gujarat,Narmada,2010,March,0
Gujarat,Narmada,2010,April,0
Gujarat,Narmada,2010,May,0
Gujarat,Narmada,2010,June,142.1
Gujarat,Narmada,2010,July,302.8
Gujarat,Narmada,2010,August,546.4
Gujarat,Narmada,2010,September,64.9
Gujarat,Narmada,2010,October,17.8
Gujarat,Narmada,2010,November,0
Gujarat,Narmada,2010,December,0
Gujarat,Narmada,2011,January,0
Gujarat,Narmada,2011,February,0
Gujarat,Narmada,2011,March,0
Gujarat,Narmada,2011,April,0
Gujarat,Narmada,2011,May,0
Gujarat,Narmada,2011,June,362.1
Gujarat,Narmada,2011,July,285.9
Gujarat,Narmada,2011,August,243.7
Gujarat,Narmada,2011,September,262.3
Gujarat,Narmada,2011,October,0
Gujarat,Narmada,2011,November,0
Gujarat,Narmada,2011,December,0
Gujarat,Narmada,2012,January,0
Gujarat,Narmada,2012,February,0
Gujarat,Narmada,2012,March,0
Gujarat,Narmada,2012,April,0
Gujarat,Narmada,2012,May,0
Gujarat,Narmada,2012,June,139.4
Gujarat,Narmada,2012,July,709.8
Gujarat,Narmada,2012,August,515.4
Gujarat,Narmada,2012,September,114.5
Gujarat,Narmada,2012,October,13.4
Gujarat,Narmada,2012,November,0
Gujarat,Narmada,2012,December,0
Gujarat,Narmada,2013,January,0
Gujarat,Narmada,2013,February,0
Gujarat,Narmada,2013,March,0
Gujarat,Narmada,2013,April,0
Gujarat,Narmada,2013,May,0
Gujarat,Narmada,2013,June,138.4
Gujarat,Narmada,2013,July,659.6
Gujarat,Narmada,2013,August,334.7
Gujarat,Narmada,2013,September,221.3
Gujarat,Narmada,2013,October,0
Gujarat,Narmada,2013,November,2.2
Gujarat,Narmada,2013,December,0
Gujarat,Narmada,2014,January,0
Gujarat,Narmada,2014,February,0
Gujarat,Narmada,2014,March,0
Gujarat,Narmada,2014,April,0
Gujarat,Narmada,2014,May,0
Gujarat,Narmada,2014,June,91.2
Gujarat,Narmada,2014,July,356.9
Gujarat,Narmada,2014,August,360.6
Gujarat,Narmada,2014,September,266
Gujarat,Narmada,2014,October,28.1
Gujarat,Narmada,2014,November,0
Gujarat,Narmada,2014,December,0
Gujarat,Narmada,2015,January,0
Gujarat,Narmada,2015,February,0
Gujarat,Narmada,2015,March,0
Gujarat,Narmada,2015,April,0
Gujarat,Narmada,2015,May,0
Gujarat,Narmada,2015,June,10.3
Gujarat,Narmada,2015,July,416.9
Gujarat,Narmada,2015,August,159.2
Gujarat,Narmada,2015,September,119
Gujarat,Narmada,2015,October,64
Gujarat,Narmada,2015,November,19.8
Gujarat,Narmada,2015,December,0
Gujarat,Narmada,2016,January,0
Gujarat,Narmada,2016,February,0
Gujarat,Narmada,2016,March,0
Gujarat,Narmada,2016,April,0
Gujarat,Narmada,2016,May,0
Gujarat,Narmada,2016,June,81.1
Gujarat,Narmada,2016,July,274.9
Gujarat,Narmada,2016,August,296.8
Gujarat,Narmada,2016,September,214.8
Gujarat,Narmada,2016,October,22.1
Gujarat,Narmada,2016,November,23.2
Gujarat,Narmada,2016,December,0
Gujarat,Navsari,2010,January,0
Gujarat,Navsari,2010,February,0
Gujarat,Navsari,2010,March,0
Gujarat,Navsari,2010,April,0
Gujarat,Navsari,2010,May,7
Gujarat,Navsari,2010,June,301.3
Gujarat,Navsari,2010,July,835
Gujarat,Navsari,2010,August,823
Gujarat,Navsari,2010,September,104
Gujarat,Navsari,2010,October,7.7
Gujarat,Navsari,2010,November,0
Gujarat,Navsari,2010,December,0
Gujarat,Navsari,2011,January,0
Gujarat,Navsari,2011,February,0
Gujarat,Navsari,2011,March,0
Gujarat,Navsari,2011,April,0
Gujarat,Navsari,2011,May,0
Gujarat,Navsari,2011,June,1412.6
Gujarat,Navsari,2011,July,605.3
Gujarat,Navsari,2011,August,455.5
Gujarat,Navsari,2011,September,494.5
Gujarat,Navsari,2011,October,1.3
Gujarat,Navsari,2011,November,0
Gujarat,Navsari,2011,December,0
Gujarat,Navsari,2012,January,0
Gujarat,Navsari,2012,February,0
Gujarat,Navsari,2012,March,1.2
Gujarat,Navsari,2012,April,0
Gujarat,Navsari,2012,May,0
Gujarat,Navsari,2012,June,311.6
Gujarat,Navsari,2012,July,1218.4
Gujarat,Navsari,2012,August,441
Gujarat,Navsari,2012,September,101.4
Gujarat,Navsari,2012,October,19.4
Gujarat,Navsari,2012,November,5.6
Gujarat,Navsari,2012,December,0
Gujarat,Navsari,2013,January,0
Gujarat,Navsari,2013,February,0
Gujarat,Navsari,2013,March,0
Gujarat,Navsari,2013,April,0
Gujarat,Navsari,2013,May,0
Gujarat,Navsari,2013,June,145.9
Gujarat,Navsari,2013,July,629.6
Gujarat,Navsari,2013,August,635.3
Gujarat,Navsari,2013,September,326.2
Gujarat,Navsari,2013,October,0
Gujarat,Navsari,2013,November,0
Gujarat,Navsari,2013,December,0
Gujarat,Navsari,2014,January,0
Gujarat,Navsari,2014,February,0
Gujarat,Navsari,2014,March,0
Gujarat,Navsari,2014,April,0
Gujarat,Navsari,2014,May,0
Gujarat,Navsari,2014,June,134.2
Gujarat,Navsari,2014,July,783.2
Gujarat,Navsari,2014,August,838
Gujarat,Navsari,2014,September,428.8
Gujarat,Navsari,2014,October,9.4
Gujarat,Navsari,2014,November,0
Gujarat,Navsari,2014,December,2.2
Gujarat,Navsari,2015,January,0
Gujarat,Navsari,2015,February,0
Gujarat,Navsari,2015,March,0
Gujarat,Navsari,2015,April,0
Gujarat,Navsari,2015,May,0
Gujarat,Navsari,2015,June,30.6
Gujarat,Navsari,2015,July,983.4
Gujarat,Navsari,2015,August,162.6
Gujarat,Navsari,2015,September,203.8
Gujarat,Navsari,2015,October,71.6
