state,district,year,month,rain
Orissa,Keonjhargarh,2015,August,307.9
Orissa,Keonjhargarh,2015,September,151.3
Orissa,Keonjhargarh,2015,October,162.9
Orissa,Keonjhargarh,2015,November,23.7
Orissa,Keonjhargarh,2015,December,1.6
Orissa,Keonjhargarh,2016,January,0.5
Orissa,Keonjhargarh,2016,February,0.4
Orissa,Keonjhargarh,2016,March,19
Orissa,Keonjhargarh,2016,April,19.4
Orissa,Keonjhargarh,2016,May,111.3
Orissa,Keonjhargarh,2016,June,152.7
Orissa,Keonjhargarh,2016,July,251.2
Orissa,Keonjhargarh,2016,August,255.5
Orissa,Keonjhargarh,2016,September,226.3
Orissa,Keonjhargarh,2016,October,108.1
Orissa,Keonjhargarh,2016,November,11.2
Orissa,Keonjhargarh,2016,December,41
Orissa,Khurda,2010,January,7.1
Orissa,Khurda,2010,February,2.2
Orissa,Khurda,2010,March,0
Orissa,Khurda,2010,April,70.5
Orissa,Khurda,2010,May,46.7
Orissa,Khurda,2010,June,97.8
Orissa,Khurda,2010,July,315.1
Orissa,Khurda,2010,August,210.5
Orissa,Khurda,2010,September,136.4
Orissa,Khurda,2010,October,209.2
Orissa,Khurda,2010,November,0
Orissa,Khurda,2010,December,0
Orissa,Khurda,2011,January,31.1
Orissa,Khurda,2011,February,0
Orissa,Khurda,2011,March,52.4
Orissa,Khurda,2011,April,43.2
Orissa,Khurda,2011,May,41
Orissa,Khurda,2011,June,114.5
Orissa,Khurda,2011,July,356.1
Orissa,Khurda,2011,August,200.3
Orissa,Khurda,2011,September,196.5
Orissa,Khurda,2011,October,209.4
Orissa,Khurda,2011,November,19.9
Orissa,Khurda,2011,December,0
Orissa,Khurda,2012,January,0
Orissa,Khurda,2012,February,0
Orissa,Khurda,2012,March,40.2
Orissa,Khurda,2012,April,7.5
Orissa,Khurda,2012,May,101.5
Orissa,Khurda,2012,June,202
Orissa,Khurda,2012,July,385
Orissa,Khurda,2012,August,559.2
Orissa,Khurda,2012,September,280.3
Orissa,Khurda,2012,October,50.2
Orissa,Khurda,2012,November,21.2
Orissa,Khurda,2012,December,0
Orissa,Khurda,2013,January,0
Orissa,Khurda,2013,February,46.9
Orissa,Khurda,2013,March,0.1
Orissa,Khurda,2013,April,25.4
Orissa,Khurda,2013,May,96.5
Orissa,Khurda,2013,June,302.7
Orissa,Khurda,2013,July,161.5
Orissa,Khurda,2013,August,259.1
Orissa,Khurda,2013,September,513.1
Orissa,Khurda,2013,October,76
Orissa,Khurda,2013,November,6.9
Orissa,Khurda,2013,December,0
Orissa,Khurda,2014,January,24
Orissa,Khurda,2014,February,59.3
Orissa,Khurda,2014,March,5.3
Orissa,Khurda,2014,April,37.9
Orissa,Khurda,2014,May,71.9
Orissa,Khurda,2014,June,318.1
Orissa,Khurda,2014,July,303.7
Orissa,Khurda,2014,August,332.4
Orissa,Khurda,2014,September,354.7
Orissa,Khurda,2014,October,40.5
Orissa,Khurda,2014,November,9.4
Orissa,Khurda,2014,December,0
Orissa,Khurda,2015,January,0
Orissa,Khurda,2015,February,0
Orissa,Khurda,2015,March,0
Orissa,Khurda,2015,April,11.1
Orissa,Khurda,2015,May,68.5
Orissa,Khurda,2015,June,120.9
Orissa,Khurda,2015,July,614.8
Orissa,Khurda,2015,August,300.4
Orissa,Khurda,2015,September,171.4
Orissa,Khurda,2015,October,146.4
Orissa,Khurda,2015,November,82.6
Orissa,Khurda,2015,December,0
Orissa,Khurda,2016,January,5.4
Orissa,Khurda,2016,February,1.8
Orissa,Khurda,2016,March,1.1
Orissa,Khurda,2016,April,0
Orissa,Khurda,2016,May,160.3
Orissa,Khurda,2016,June,207.1
Orissa,Khurda,2016,July,193.4
Orissa,Khurda,2016,August,327.3
Orissa,Khurda,2016,September,215.4
Orissa,Khurda,2016,October,198.9
Orissa,Khurda,2016,November,55.3
Orissa,Khurda,2016,December,57.7
Orissa,Koraput,2010,January,0
Orissa,Koraput,2010,February,0
Orissa,Koraput,2010,March,14.2
Orissa,Koraput,2010,April,48.5
Orissa,Koraput,2010,May,83.8
Orissa,Koraput,2010,June,367.8
Orissa,Koraput,2010,July,361.7
Orissa,Koraput,2010,August,375.2
Orissa,Koraput,2010,September,184.5
Orissa,Koraput,2010,October,200.2
Orissa,Koraput,2010,November,13
Orissa,Koraput,2010,December,0
Orissa,Koraput,2011,January,10
Orissa,Koraput,2011,February,0
Orissa,Koraput,2011,March,0
Orissa,Koraput,2011,April,26.3
Orissa,Koraput,2011,May,25.3
Orissa,Koraput,2011,June,246.2
Orissa,Koraput,2011,July,340.1
Orissa,Koraput,2011,August,347.9
Orissa,Koraput,2011,September,451
Orissa,Koraput,2011,October,303.3
Orissa,Koraput,2011,November,31.7
Orissa,Koraput,2011,December,0
Orissa,Koraput,2012,January,0
Orissa,Koraput,2012,February,0
Orissa,Koraput,2012,March,43.1
Orissa,Koraput,2012,April,110.2
Orissa,Koraput,2012,May,132.9
Orissa,Koraput,2012,June,225.2
Orissa,Koraput,2012,July,783.8
Orissa,Koraput,2012,August,972.8
Orissa,Koraput,2012,September,680.7
Orissa,Koraput,2012,October,69.1
Orissa,Koraput,2012,November,17.8
Orissa,Koraput,2012,December,0
Orissa,Koraput,2013,January,0
Orissa,Koraput,2013,February,0
Orissa,Koraput,2013,March,0
Orissa,Koraput,2013,April,31.1
Orissa,Koraput,2013,May,37.5
Orissa,Koraput,2013,June,847.3
Orissa,Koraput,2013,July,281.7
Orissa,Koraput,2013,August,520
Orissa,Koraput,2013,September,441.5
Orissa,Koraput,2013,October,189.3
Orissa,Koraput,2013,November,2.7
Orissa,Koraput,2013,December,0
Orissa,Koraput,2014,January,0
Orissa,Koraput,2014,February,10
Orissa,Koraput,2014,March,110.6
Orissa,Koraput,2014,April,48.7
Orissa,Koraput,2014,May,58.5
Orissa,Koraput,2014,June,244.3
Orissa,Koraput,2014,July,327.5
Orissa,Koraput,2014,August,560.8
Orissa,Koraput,2014,September,386.1
Orissa,Koraput,2014,October,40.2
Orissa,Koraput,2014,November,3.8
Orissa,Koraput,2014,December,0
Orissa,Koraput,2015,January,0
Orissa,Koraput,2015,February,0
Orissa,Koraput,2015,March,2.7
Orissa,Koraput,2015,April,3.4
Orissa,Koraput,2015,May,53.8
Orissa,Koraput,2015,June,100.2
Orissa,Koraput,2015,July,491.8
Orissa,Koraput,2015,August,318.8
Orissa,Koraput,2015,September,142.3
Orissa,Koraput,2015,October,150.7
Orissa,Koraput,2015,November,48.2
Orissa,Koraput,2015,December,5
Orissa,Koraput,2016,January,27.8
Orissa,Koraput,2016,February,11.7
Orissa,Koraput,2016,March,5.6
Orissa,Koraput,2016,April,23.7
Orissa,Koraput,2016,May,58.1
Orissa,Koraput,2016,June,136.3
Orissa,Koraput,2016,July,471.6
Orissa,Koraput,2016,August,277.9
Orissa,Koraput,2016,September,378.3
Orissa,Koraput,2016,October,160.1
Orissa,Koraput,2016,November,76.3
Orissa,Koraput,2016,December,18.3
Orissa,Malkangiri,2010,January,0
Orissa,Malkangiri,2010,February,0
Orissa,Malkangiri,2010,March,0
Orissa,Malkangiri,2010,April,28
Orissa,Malkangiri,2010,May,36
Orissa,Malkangiri,2010,June,358.5
Orissa,Malkangiri,2010,July,282.2
Orissa,Malkangiri,2010,August,444.7
Orissa,Malkangiri,2010,September,170.5
Orissa,Malkangiri,2010,October,204.8
Orissa,Malkangiri,2010,November,0
Orissa,Malkangiri,2010,December,0
Orissa,Malkangiri,2011,January,20
Orissa,Malkangiri,2011,February,0
Orissa,Malkangiri,2011,March,0
Orissa,Malkangiri,2011,April,28.1
Orissa,Malkangiri,2011,May,30
Orissa,Malkangiri,2011,June,146.2
Orissa,Malkangiri,2011,July,191.1
Orissa,Malkangiri,2011,August,186.8
Orissa,Malkangiri,2011,September,579.4
Orissa,Malkangiri,2011,October,266.6
Orissa,Malkangiri,2011,November,26
Orissa,Malkangiri,2011,December,0
Orissa,Malkangiri,2012,January,0
Orissa,Malkangiri,2012,February,0
Orissa,Malkangiri,2012,March,4.4
Orissa,Malkangiri,2012,April,94
Orissa,Malkangiri,2012,May,76.5
Orissa,Malkangiri,2012,June,103.6
Orissa,Malkangiri,2012,July,512.3
Orissa,Malkangiri,2012,August,816.6
Orissa,Malkangiri,2012,September,443.2
Orissa,Malkangiri,2012,October,5.4
Orissa,Malkangiri,2012,November,180.6
Orissa,Malkangiri,2012,December,0
Orissa,Malkangiri,2013,January,0
Orissa,Malkangiri,2013,February,0
Orissa,Malkangiri,2013,March,0
Orissa,Malkangiri,2013,April,48
Orissa,Malkangiri,2013,May,119
Orissa,Malkangiri,2013,June,301.4
Orissa,Malkangiri,2013,July,209.1
Orissa,Malkangiri,2013,August,348
Orissa,Malkangiri,2013,September,356.4
Orissa,Malkangiri,2013,October,397.7
Orissa,Malkangiri,2013,November,0
Orissa,Malkangiri,2013,December,0
Orissa,Malkangiri,2014,January,0
Orissa,Malkangiri,2014,February,19
Orissa,Malkangiri,2014,March,64
Orissa,Malkangiri,2014,April,9
Orissa,Malkangiri,2014,May,22.3
Orissa,Malkangiri,2014,June,160.1
Orissa,Malkangiri,2014,July,441.2
Orissa,Malkangiri,2014,August,232.6
Orissa,Malkangiri,2014,September,123.4
Orissa,Malkangiri,2014,October,52.4
Orissa,Malkangiri,2014,November,0
Orissa,Malkangiri,2014,December,0
Orissa,Malkangiri,2015,January,0
Orissa,Malkangiri,2015,February,0
Orissa,Malkangiri,2015,March,0.2
Orissa,Malkangiri,2015,April,0.8
Orissa,Malkangiri,2015,May,15.6
Orissa,Malkangiri,2015,June,44.6
Orissa,Malkangiri,2015,July,409.6
Orissa,Malkangiri,2015,August,274
Orissa,Malkangiri,2015,September,132.2
Orissa,Malkangiri,2015,October,31.6
Orissa,Malkangiri,2015,November,45.4
Orissa,Malkangiri,2015,December,0
Orissa,Malkangiri,2016,January,9.9
Orissa,Malkangiri,2016,February,2
Orissa,Malkangiri,2016,March,0
Orissa,Malkangiri,2016,April,28.1
Orissa,Malkangiri,2016,May,55
Orissa,Malkangiri,2016,June,239.7
Orissa,Malkangiri,2016,July,717
Orissa,Malkangiri,2016,August,472.7
Orissa,Malkangiri,2016,September,179.4
Orissa,Malkangiri,2016,October,98
Orissa,Malkangiri,2016,November,72.1
Orissa,Malkangiri,2016,December,38.9
Orissa,Mayurbhanj,2010,January,0
Orissa,Mayurbhanj,2010,February,8.4
Orissa,Mayurbhanj,2010,March,15.7
Orissa,Mayurbhanj,2010,April,82.5
Orissa,Mayurbhanj,2010,May,66.8
Orissa,Mayurbhanj,2010,June,253.2
Orissa,Mayurbhanj,2010,July,277.5
Orissa,Mayurbhanj,2010,August,453.9
Orissa,Mayurbhanj,2010,September,183.6
Orissa,Mayurbhanj,2010,October,176.7
Orissa,Mayurbhanj,2010,November,0
Orissa,Mayurbhanj,2010,December,0
Orissa,Mayurbhanj,2011,January,16.8
Orissa,Mayurbhanj,2011,February,19.1
Orissa,Mayurbhanj,2011,March,67.5
Orissa,Mayurbhanj,2011,April,41.6
Orissa,Mayurbhanj,2011,May,72.7
Orissa,Mayurbhanj,2011,June,287.3
Orissa,Mayurbhanj,2011,July,381.8
Orissa,Mayurbhanj,2011,August,199.9
Orissa,Mayurbhanj,2011,September,529.6
Orissa,Mayurbhanj,2011,October,289.2
Orissa,Mayurbhanj,2011,November,0
Orissa,Mayurbhanj,2011,December,2.1
Orissa,Mayurbhanj,2012,January,0
Orissa,Mayurbhanj,2012,February,0
Orissa,Mayurbhanj,2012,March,9.8
Orissa,Mayurbhanj,2012,April,9.8
Orissa,Mayurbhanj,2012,May,167.1
Orissa,Mayurbhanj,2012,June,239.3
Orissa,Mayurbhanj,2012,July,434.9
Orissa,Mayurbhanj,2012,August,547.9
Orissa,Mayurbhanj,2012,September,340.5
Orissa,Mayurbhanj,2012,October,38.7
Orissa,Mayurbhanj,2012,November,43.6
Orissa,Mayurbhanj,2012,December,0
Orissa,Mayurbhanj,2013,January,5.8
Orissa,Mayurbhanj,2013,February,59.1
Orissa,Mayurbhanj,2013,March,26.4
Orissa,Mayurbhanj,2013,April,48.6
Orissa,Mayurbhanj,2013,May,95.7
Orissa,Mayurbhanj,2013,June,243
Orissa,Mayurbhanj,2013,July,554.2
Orissa,Mayurbhanj,2013,August,441
Orissa,Mayurbhanj,2013,September,465.8
Orissa,Mayurbhanj,2013,October,29.2
Orissa,Mayurbhanj,2013,November,57.6
Orissa,Mayurbhanj,2013,December,0
Orissa,Mayurbhanj,2014,January,55.7
Orissa,Mayurbhanj,2014,February,6.8
Orissa,Mayurbhanj,2014,March,23.5
Orissa,Mayurbhanj,2014,April,45
Orissa,Mayurbhanj,2014,May,89.9
Orissa,Mayurbhanj,2014,June,652.3
Orissa,Mayurbhanj,2014,July,297.5
Orissa,Mayurbhanj,2014,August,303.6
Orissa,Mayurbhanj,2014,September,302.5
Orissa,Mayurbhanj,2014,October,16.6
Orissa,Mayurbhanj,2014,November,4.6
Orissa,Mayurbhanj,2014,December,0
Orissa,Mayurbhanj,2015,January,0
Orissa,Mayurbhanj,2015,February,0
Orissa,Mayurbhanj,2015,March,12.7
Orissa,Mayurbhanj,2015,April,0.8
Orissa,Mayurbhanj,2015,May,193.5
Orissa,Mayurbhanj,2015,June,95.1
Orissa,Mayurbhanj,2015,July,403.1
Orissa,Mayurbhanj,2015,August,250.1
Orissa,Mayurbhanj,2015,September,276.9
Orissa,Mayurbhanj,2015,October,172.8
Orissa,Mayurbhanj,2015,November,20.4
Orissa,Mayurbhanj,2015,December,0.5
Orissa,Mayurbhanj,2016,January,0
Orissa,Mayurbhanj,2016,February,0.6
Orissa,Mayurbhanj,2016,March,5.1
Orissa,Mayurbhanj,2016,April,10.1
Orissa,Mayurbhanj,2016,May,116.3
Orissa,Mayurbhanj,2016,June,132.9
Orissa,Mayurbhanj,2016,July,202.3
Orissa,Mayurbhanj,2016,August,179.7
Orissa,Mayurbhanj,2016,September,257.9
Orissa,Mayurbhanj,2016,October,81.4
Orissa,Mayurbhanj,2016,November,11.6
Orissa,Mayurbhanj,2016,December,25.5
Orissa,Nawapara,2010,January,22
Orissa,Nawapara,2010,February,0
Orissa,Nawapara,2010,March,0
Orissa,Nawapara,2010,April,91
Orissa,Nawapara,2010,May,15.7
Orissa,Nawapara,2010,June,318.3
Orissa,Nawapara,2010,July,299.6
Orissa,Nawapara,2010,August,214.7
Orissa,Nawapara,2010,September,92.7
Orissa,Nawapara,2010,October,62
Orissa,Nawapara,2010,November,0
Orissa,Nawapara,2010,December,0
Orissa,Nawapara,2011,January,77
Orissa,Nawapara,2011,February,15
Orissa,Nawapara,2011,March,0
Orissa,Nawapara,2011,April,0
Orissa,Nawapara,2011,May,0
Orissa,Nawapara,2011,June,182
Orissa,Nawapara,2011,July,290
Orissa,Nawapara,2011,August,122.3
Orissa,Nawapara,2011,September,316.5
Orissa,Nawapara,2011,October,53.7
Orissa,Nawapara,2011,November,0
Orissa,Nawapara,2011,December,0
Orissa,Nawapara,2012,January,0
Orissa,Nawapara,2012,February,0
Orissa,Nawapara,2012,March,29.2
Orissa,Nawapara,2012,April,2.8
Orissa,Nawapara,2012,May,71.4
Orissa,Nawapara,2012,June,144.9
Orissa,Nawapara,2012,July,627.7
Orissa,Nawapara,2012,August,714.6
Orissa,Nawapara,2012,September,113.1
Orissa,Nawapara,2012,October,0.9
Orissa,Nawapara,2012,November,8.3
Orissa,Nawapara,2012,December,0
Orissa,Nawapara,2013,January,0
Orissa,Nawapara,2013,February,4.8
Orissa,Nawapara,2013,March,0
Orissa,Nawapara,2013,April,0
Orissa,Nawapara,2013,May,10.8
Orissa,Nawapara,2013,June,308.7
Orissa,Nawapara,2013,July,423.2
Orissa,Nawapara,2013,August,285.1
Orissa,Nawapara,2013,September,206.4
Orissa,Nawapara,2013,October,31.8
Orissa,Nawapara,2013,November,0
Orissa,Nawapara,2013,December,0
Orissa,Nawapara,2014,January,13.1
Orissa,Nawapara,2014,February,1.5
Orissa,Nawapara,2014,March,0
Orissa,Nawapara,2014,April,22.1
Orissa,Nawapara,2014,May,0
Orissa,Nawapara,2014,June,168.3
Orissa,Nawapara,2014,July,223.6
Orissa,Nawapara,2014,August,316.2
Orissa,Nawapara,2014,September,431.2
Orissa,Nawapara,2014,October,4.9
Orissa,Nawapara,2014,November,0
Orissa,Nawapara,2014,December,0
Orissa,Nawapara,2015,January,0
Orissa,Nawapara,2015,February,0
Orissa,Nawapara,2015,March,0
Orissa,Nawapara,2015,April,0
Orissa,Nawapara,2015,May,25.4
Orissa,Nawapara,2015,June,69.9
Orissa,Nawapara,2015,July,746.8
Orissa,Nawapara,2015,August,326.6
Orissa,Nawapara,2015,September,80.3
Orissa,Nawapara,2015,October,34.1
Orissa,Nawapara,2015,November,28.5
Orissa,Nawapara,2015,December,0
Orissa,Nawapara,2016,January,0
Orissa,Nawapara,2016,February,0
Orissa,Nawapara,2016,March,0
Orissa,Nawapara,2016,April,0
Orissa,Nawapara,2016,May,15.2
Orissa,Nawapara,2016,June,73.9
Orissa,Nawapara,2016,July,307
Orissa,Nawapara,2016,August,199
Orissa,Nawapara,2016,September,186.3
Orissa,Nawapara,2016,October,80.7
Orissa,Nawapara,2016,November,2.3
Orissa,Nawapara,2016,December,37
Orissa,Nawarangpur,2010,January,13.1
Orissa,Nawarangpur,2010,February,1.5
Orissa,Nawarangpur,2010,March,0
Orissa,Nawarangpur,2010,April,22.1
Orissa,Nawarangpur,2010,May,0
Orissa,Nawarangpur,2010,June,168.3
Orissa,Nawarangpur,2010,July,223.6
Orissa,Nawarangpur,2010,August,316.2
Orissa,Nawarangpur,2010,September,431.2
Orissa,Nawarangpur,2010,October,4.9
Orissa,Nawarangpur,2010,November,0
Orissa,Nawarangpur,2010,December,0
Orissa,Nawarangpur,2011,January,20
Orissa,Nawarangpur,2011,February,0
Orissa,Nawarangpur,2011,March,0
Orissa,Nawarangpur,2011,April,28.1
Orissa,Nawarangpur,2011,May,30
Orissa,Nawarangpur,2011,June,146.2
Orissa,Nawarangpur,2011,July,191.1
Orissa,Nawarangpur,2011,August,186.8
Orissa,Nawarangpur,2011,September,579.4
Orissa,Nawarangpur,2011,October,266.6
Orissa,Nawarangpur,2011,November,26
Orissa,Nawarangpur,2011,December,0
Orissa,Nawarangpur,2012,January,0
Orissa,Nawarangpur,2012,February,0
Orissa,Nawarangpur,2012,March,19
Orissa,Nawarangpur,2012,April,28.5
Orissa,Nawarangpur,2012,May,84.8
Orissa,Nawarangpur,2012,June,194.4
Orissa,Nawarangpur,2012,July,771.8
Orissa,Nawarangpur,2012,August,618
Orissa,Nawarangpur,2012,September,552.8
Orissa,Nawarangpur,2012,October,6
Orissa,Nawarangpur,2012,November,110.3
Orissa,Nawarangpur,2012,December,0
Orissa,Nawarangpur,2013,January,0
Orissa,Nawarangpur,2013,February,0
Orissa,Nawarangpur,2013,March,0
Orissa,Nawarangpur,2013,April,65.3
Orissa,Nawarangpur,2013,May,50.7
Orissa,Nawarangpur,2013,June,671.3
Orissa,Nawarangpur,2013,July,411.8
Orissa,Nawarangpur,2013,August,780.3
Orissa,Nawarangpur,2013,September,481.1
Orissa,Nawarangpur,2013,October,86.4
Orissa,Nawarangpur,2013,November,0
Orissa,Nawarangpur,2013,December,0
Orissa,Nawarangpur,2014,January,16.3
Orissa,Nawarangpur,2014,February,30.5
Orissa,Nawarangpur,2014,March,30.3
Orissa,Nawarangpur,2014,April,31.7
Orissa,Nawarangpur,2014,May,96
Orissa,Nawarangpur,2014,June,296.5
Orissa,Nawarangpur,2014,July,492.7
Orissa,Nawarangpur,2014,August,682.7
Orissa,Nawarangpur,2014,September,356
Orissa,Nawarangpur,2014,October,29.3
Orissa,Nawarangpur,2014,November,0
Orissa,Nawarangpur,2014,December,0
Orissa,Nawarangpur,2015,January,0
Orissa,Nawarangpur,2015,February,0
Orissa,Nawarangpur,2015,March,8.7
Orissa,Nawarangpur,2015,April,0
Orissa,Nawarangpur,2015,May,36.7
Orissa,Nawarangpur,2015,June,231.3
Orissa,Nawarangpur,2015,July,583.8
Orissa,Nawarangpur,2015,August,393.4
Orissa,Nawarangpur,2015,September,153.7
Orissa,Nawarangpur,2015,October,40.3
Orissa,Nawarangpur,2015,November,30.3
Orissa,Nawarangpur,2015,December,0
Orissa,Nawarangpur,2016,January,7.3
Orissa,Nawarangpur,2016,February,14.5
Orissa,Nawarangpur,2016,March,14.3
Orissa,Nawarangpur,2016,April,55.4
Orissa,Nawarangpur,2016,May,113.8
Orissa,Nawarangpur,2016,June,77.6
Orissa,Nawarangpur,2016,July,568.5
Orissa,Nawarangpur,2016,August,624.9
Orissa,Nawarangpur,2016,September,482.3
Orissa,Nawarangpur,2016,October,260
Orissa,Nawarangpur,2016,November,51.1
Orissa,Nawarangpur,2016,December,33
Orissa,Nayagarh,2010,January,0
Orissa,Nayagarh,2010,February,40
Orissa,Nayagarh,2010,March,18.1
Orissa,Nayagarh,2010,April,65.2
Orissa,Nayagarh,2010,May,35.8
Orissa,Nayagarh,2010,June,141.3
Orissa,Nayagarh,2010,July,501.3
Orissa,Nayagarh,2010,August,215.6
Orissa,Nayagarh,2010,September,132.3
Orissa,Nayagarh,2010,October,229.8
Orissa,Nayagarh,2010,November,0
Orissa,Nayagarh,2010,December,0
Orissa,Nayagarh,2011,January,30.3
Orissa,Nayagarh,2011,February,0
Orissa,Nayagarh,2011,March,47.3
Orissa,Nayagarh,2011,April,46.5
Orissa,Nayagarh,2011,May,38.3
Orissa,Nayagarh,2011,June,142.1
Orissa,Nayagarh,2011,July,583.6
Orissa,Nayagarh,2011,August,290
Orissa,Nayagarh,2011,September,265.7
Orissa,Nayagarh,2011,October,250.5
Orissa,Nayagarh,2011,November,24.3
Orissa,Nayagarh,2011,December,1.8
Orissa,Nayagarh,2012,January,0
Orissa,Nayagarh,2012,February,0
Orissa,Nayagarh,2012,March,43.2
Orissa,Nayagarh,2012,April,15.7
Orissa,Nayagarh,2012,May,138.9
Orissa,Nayagarh,2012,June,201.5
Orissa,Nayagarh,2012,July,423.5
Orissa,Nayagarh,2012,August,456.4
Orissa,Nayagarh,2012,September,207.1
Orissa,Nayagarh,2012,October,17.6
Orissa,Nayagarh,2012,November,31.4
Orissa,Nayagarh,2012,December,0
Orissa,Nayagarh,2013,January,0
Orissa,Nayagarh,2013,February,53.2
Orissa,Nayagarh,2013,March,1.1
Orissa,Nayagarh,2013,April,18.9
Orissa,Nayagarh,2013,May,87.6
Orissa,Nayagarh,2013,June,429.2
Orissa,Nayagarh,2013,July,170.4
Orissa,Nayagarh,2013,August,313
Orissa,Nayagarh,2013,September,420.2
Orissa,Nayagarh,2013,October,37.3
Orissa,Nayagarh,2013,November,0
Orissa,Nayagarh,2013,December,0
Orissa,Nayagarh,2014,January,49.8
Orissa,Nayagarh,2014,February,10.9
Orissa,Nayagarh,2014,March,10.9
Orissa,Nayagarh,2014,April,79.9
Orissa,Nayagarh,2014,May,33.3
Orissa,Nayagarh,2014,June,328.8
Orissa,Nayagarh,2014,July,392.8
Orissa,Nayagarh,2014,August,433.8
Orissa,Nayagarh,2014,September,463
Orissa,Nayagarh,2014,October,0
Orissa,Nayagarh,2014,November,2
Orissa,Nayagarh,2014,December,0
Orissa,Nayagarh,2015,January,0
Orissa,Nayagarh,2015,February,0
Orissa,Nayagarh,2015,March,2.3
Orissa,Nayagarh,2015,April,0.3
Orissa,Nayagarh,2015,May,49.8
Orissa,Nayagarh,2015,June,112.7
Orissa,Nayagarh,2015,July,861.1
Orissa,Nayagarh,2015,August,229.4
Orissa,Nayagarh,2015,September,167.9
Orissa,Nayagarh,2015,October,172.3
Orissa,Nayagarh,2015,November,41.1
Orissa,Nayagarh,2015,December,0
Orissa,Nayagarh,2016,January,21.7
Orissa,Nayagarh,2016,February,12.6
Orissa,Nayagarh,2016,March,4.7
Orissa,Nayagarh,2016,April,5.5
Orissa,Nayagarh,2016,May,178.9
Orissa,Nayagarh,2016,June,281.9
Orissa,Nayagarh,2016,July,253.4
Orissa,Nayagarh,2016,August,353.5
Orissa,Nayagarh,2016,September,306.3
Orissa,Nayagarh,2016,October,194.3
Orissa,Nayagarh,2016,November,51.9
Orissa,Nayagarh,2016,December,62
Orissa,Puri,2010,January,7.1
Orissa,Puri,2010,February,13
Orissa,Puri,2010,March,0.4
Orissa,Puri,2010,April,81
Orissa,Puri,2010,May,29.4
Orissa,Puri,2010,June,71.2
Orissa,Puri,2010,July,250.6
Orissa,Puri,2010,August,237.3
Orissa,Puri,2010,September,144.9
Orissa,Puri,2010,October,210.2
Orissa,Puri,2010,November,0
Orissa,Puri,2010,December,0
Orissa,Puri,2011,January,13.6
Orissa,Puri,2011,February,0
Orissa,Puri,2011,March,41.6
Orissa,Puri,2011,April,21.3
Orissa,Puri,2011,May,33.9
Orissa,Puri,2011,June,97.2
Orissa,Puri,2011,July,293.5
Orissa,Puri,2011,August,180.5
Orissa,Puri,2011,September,401.4
Orissa,Puri,2011,October,369.5
Orissa,Puri,2011,November,16.2
Orissa,Puri,2011,December,1.3
Orissa,Puri,2012,January,5
Orissa,Puri,2012,February,0
Orissa,Puri,2012,March,15.7
Orissa,Puri,2012,April,15.8
Orissa,Puri,2012,May,72.7
Orissa,Puri,2012,June,172.5
Orissa,Puri,2012,July,537.3
Orissa,Puri,2012,August,822.5
Orissa,Puri,2012,September,265.9
Orissa,Puri,2012,October,55.8
Orissa,Puri,2012,November,48.6
Orissa,Puri,2012,December,0
Orissa,Puri,2013,January,0
Orissa,Puri,2013,February,71.2
Orissa,Puri,2013,March,13.7
Orissa,Puri,2013,April,0.5
Orissa,Puri,2013,May,75.5
Orissa,Puri,2013,June,230.5
Orissa,Puri,2013,July,117.4
Orissa,Puri,2013,August,429.4
Orissa,Puri,2013,September,389.3
Orissa,Puri,2013,October,115.1
Orissa,Puri,2013,November,11.1
Orissa,Puri,2013,December,0
Orissa,Puri,2014,January,33.3
Orissa,Puri,2014,February,31
Orissa,Puri,2014,March,5.4
Orissa,Puri,2014,April,81.9
Orissa,Puri,2014,May,47
Orissa,Puri,2014,June,290.3
Orissa,Puri,2014,July,370
Orissa,Puri,2014,August,277
Orissa,Puri,2014,September,281.3
Orissa,Puri,2014,October,48.4
Orissa,Puri,2014,November,33
Orissa,Puri,2014,December,0
Orissa,Puri,2015,January,0
Orissa,Puri,2015,February,0
Orissa,Puri,2015,March,0
Orissa,Puri,2015,April,5.4
Orissa,Puri,2015,May,120.6
Orissa,Puri,2015,June,74.2
Orissa,Puri,2015,July,639.4
Orissa,Puri,2015,August,245.3
Orissa,Puri,2015,September,266.6
Orissa,Puri,2015,October,155.6
Orissa,Puri,2015,November,43.2
Orissa,Puri,2015,December,0
Orissa,Puri,2016,January,0.8
Orissa,Puri,2016,February,3.5
Orissa,Puri,2016,March,0.3
Orissa,Puri,2016,April,0
Orissa,Puri,2016,May,146.1
Orissa,Puri,2016,June,168.2
Orissa,Puri,2016,July,182.3
Orissa,Puri,2016,August,391.6
Orissa,Puri,2016,September,245.2
Orissa,Puri,2016,October,270.1
Orissa,Puri,2016,November,108.2
Orissa,Puri,2016,December,59.7
Orissa,Rayagada,2010,January,16.7
Orissa,Rayagada,2010,February,19
Orissa,Rayagada,2010,March,5.9
Orissa,Rayagada,2010,April,115.1
Orissa,Rayagada,2010,May,41.8
Orissa,Rayagada,2010,June,234.2
Orissa,Rayagada,2010,July,316.6
Orissa,Rayagada,2010,August,261.9
Orissa,Rayagada,2010,September,95.4
Orissa,Rayagada,2010,October,180.4
Orissa,Rayagada,2010,November,0.6
Orissa,Rayagada,2010,December,0
Orissa,Rayagada,2011,January,21.1
Orissa,Rayagada,2011,February,2.4
Orissa,Rayagada,2011,March,50.2
Orissa,Rayagada,2011,April,31.4
