File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_red_reflectance_doy2011161_aid0001,_500m_16_days_red_reflectance,aid0001,2011-06-10,273097.0,0.0146,0.8293,"(0.0146,0.8293)",0.1872,0.0957,0.0092,0.2276,0.3849,0.1618,0.0146,0.1227
MOD13A1_006__500m_16_days_red_reflectance_doy2011177_aid0001,_500m_16_days_red_reflectance,aid0001,2011-06-26,273063.0,0.014,0.935,"(0.014,0.935)",0.1631,0.0807,0.0065,0.2006,0.344,0.1496,0.014,0.105
MOD13A1_006__500m_16_days_red_reflectance_doy2011193_aid0001,_500m_16_days_red_reflectance,aid0001,2011-07-12,273020.0,0.0205,0.9646,"(0.0205,0.9646)",0.2732,0.1341,0.018,0.3613,0.6496,0.2552,0.0205,0.1691
MOD13A1_006__500m_16_days_red_reflectance_doy2011209_aid0001,_500m_16_days_red_reflectance,aid0001,2011-07-28,273053.0,0.0154,0.9173,"(0.0154,0.9173)",0.2575,0.1477,0.0218,0.3516,0.6787,0.2297,0.0154,0.1335
MOD13A1_006__500m_16_days_red_reflectance_doy2011225_aid0001,_500m_16_days_red_reflectance,aid0001,2011-08-13,273088.0,0.0084,0.9743,"(0.0084,0.9743)",0.1926,0.1102,0.0122,0.2505,0.459,0.1699,0.0084,0.1115
MOD13A1_006__500m_16_days_red_reflectance_doy2011241_aid0001,_500m_16_days_red_reflectance,aid0001,2011-08-29,273018.0,0.0077,0.9492,"(0.0077,0.9492)",0.171,0.1087,0.0118,0.2278,0.4363,0.1435,0.0077,0.0888
MOD13A1_006__500m_16_days_red_reflectance_doy2011257_aid0001,_500m_16_days_red_reflectance,aid0001,2011-09-14,272916.0,0.0048,0.7702,"(0.0048,0.7702)",0.0733,0.0438,0.0019,0.0857,0.1434,0.0626,0.0048,0.0472
MOD13A1_006__500m_16_days_red_reflectance_doy2011273_aid0001,_500m_16_days_red_reflectance,aid0001,2011-09-30,273121.0,0.007,0.6653,"(0.007,0.6653)",0.0656,0.0187,0.0003,0.0776,0.1154,0.0631,0.0148,0.0524
MOD13A1_006__500m_16_days_red_reflectance_doy2011289_aid0001,_500m_16_days_red_reflectance,aid0001,2011-10-16,273157.0,0.0078,0.1971,"(0.0078,0.1971)",0.0683,0.022,0.0005,0.0825,0.1264,0.0663,0.0095,0.0532
MOD13A1_006__500m_16_days_red_reflectance_doy2011305_aid0001,_500m_16_days_red_reflectance,aid0001,2011-11-01,273223.0,0.0074,0.1617,"(0.0074,0.1617)",0.0793,0.023,0.0005,0.0949,0.1418,0.0776,0.0168,0.0636
MOD13A1_006__500m_16_days_red_reflectance_doy2011321_aid0001,_500m_16_days_red_reflectance,aid0001,2011-11-17,273010.0,0.008,0.1949,"(0.008,0.1949)",0.0859,0.0237,0.0006,0.1027,0.1532,0.0846,0.0185,0.069
MOD13A1_006__500m_16_days_red_reflectance_doy2011337_aid0001,_500m_16_days_red_reflectance,aid0001,2011-12-03,272934.0,0.0021,0.1784,"(0.0021,0.1784)",0.0922,0.0256,0.0007,0.1115,0.1692,0.0904,0.015,0.0729
MOD13A1_006__500m_16_days_red_reflectance_doy2011353_aid0001,_500m_16_days_red_reflectance,aid0001,2011-12-19,273297.0,0.0082,0.1881,"(0.0082,0.1881)",0.0942,0.0275,0.0008,0.1142,0.1751,0.092,0.013,0.0735
MOD13A1_006__500m_16_days_red_reflectance_doy2012001_aid0001,_500m_16_days_red_reflectance,aid0001,2012-01-01,272930.0,0.0034,0.1918,"(0.0034,0.1918)",0.1,0.0281,0.0008,0.1209,0.184,0.0981,0.0153,0.0786
MOD13A1_006__500m_16_days_red_reflectance_doy2012017_aid0001,_500m_16_days_red_reflectance,aid0001,2012-01-17,273104.0,0.0123,0.247,"(0.0123,0.247)",0.1066,0.0278,0.0008,0.1276,0.1914,0.1053,0.0214,0.085
MOD13A1_006__500m_16_days_red_reflectance_doy2012033_aid0001,_500m_16_days_red_reflectance,aid0001,2012-02-02,273097.0,0.0074,0.1933,"(0.0074,0.1933)",0.1065,0.0268,0.0007,0.127,0.1858,0.106,0.0245,0.086
MOD13A1_006__500m_16_days_red_reflectance_doy2012049_aid0001,_500m_16_days_red_reflectance,aid0001,2012-02-18,273112.0,0.0191,0.1983,"(0.0191,0.1983)",0.1143,0.0262,0.0007,0.1341,0.1924,0.1145,0.0359,0.0948
MOD13A1_006__500m_16_days_red_reflectance_doy2012065_aid0001,_500m_16_days_red_reflectance,aid0001,2012-03-05,273121.0,0.0133,0.2092,"(0.0133,0.2092)",0.1253,0.0274,0.0008,0.1466,0.2058,0.1267,0.0426,0.105
MOD13A1_006__500m_16_days_red_reflectance_doy2012081_aid0001,_500m_16_days_red_reflectance,aid0001,2012-03-21,273267.0,0.025,0.2196,"(0.025,0.2196)",0.137,0.0262,0.0007,0.1564,0.2128,0.1379,0.0622,0.1187
MOD13A1_006__500m_16_days_red_reflectance_doy2012097_aid0001,_500m_16_days_red_reflectance,aid0001,2012-04-06,273155.0,0.0097,0.2297,"(0.0097,0.2297)",0.1395,0.0275,0.0008,0.1604,0.219,0.1414,0.0597,0.1201
MOD13A1_006__500m_16_days_red_reflectance_doy2012113_aid0001,_500m_16_days_red_reflectance,aid0001,2012-04-22,273137.0,0.0162,0.5462,"(0.0162,0.5462)",0.1352,0.0266,0.0007,0.1542,0.2112,0.137,0.0592,0.1162
MOD13A1_006__500m_16_days_red_reflectance_doy2012129_aid0001,_500m_16_days_red_reflectance,aid0001,2012-05-08,273138.0,0.0087,0.245,"(0.0087,0.245)",0.1334,0.0254,0.0006,0.1517,0.206,0.1349,0.0612,0.1155
MOD13A1_006__500m_16_days_red_reflectance_doy2012145_aid0001,_500m_16_days_red_reflectance,aid0001,2012-05-24,273051.0,0.0342,0.6239,"(0.0342,0.6239)",0.1395,0.0257,0.0007,0.1588,0.2168,0.141,0.0621,0.1201
MOD13A1_006__500m_16_days_red_reflectance_doy2012161_aid0001,_500m_16_days_red_reflectance,aid0001,2012-06-09,273050.0,0.0131,0.7778,"(0.0131,0.7778)",0.1336,0.0381,0.0015,0.1529,0.2165,0.1307,0.0469,0.1105
MOD13A1_006__500m_16_days_red_reflectance_doy2012177_aid0001,_500m_16_days_red_reflectance,aid0001,2012-06-25,273019.0,0.0169,0.8418,"(0.0169,0.8418)",0.1657,0.0816,0.0067,0.1973,0.3275,0.1449,0.0169,0.1105
MOD13A1_006__500m_16_days_red_reflectance_doy2012193_aid0001,_500m_16_days_red_reflectance,aid0001,2012-07-11,273089.0,0.0081,0.9463,"(0.0081,0.9463)",0.2105,0.1227,0.0151,0.2705,0.4937,0.1818,0.0081,0.1217
MOD13A1_006__500m_16_days_red_reflectance_doy2012209_aid0001,_500m_16_days_red_reflectance,aid0001,2012-07-27,273015.0,0.0067,0.9862,"(0.0067,0.9862)",0.2922,0.1508,0.0227,0.3879,0.7017,0.2684,0.0067,0.1787
MOD13A1_006__500m_16_days_red_reflectance_doy2012225_aid0001,_500m_16_days_red_reflectance,aid0001,2012-08-12,273081.0,0.0077,0.8718,"(0.0077,0.8718)",0.1381,0.0844,0.0071,0.1751,0.3192,0.1172,0.0077,0.079
MOD13A1_006__500m_16_days_red_reflectance_doy2012241_aid0001,_500m_16_days_red_reflectance,aid0001,2012-08-28,273019.0,0.0054,0.8325,"(0.0054,0.8325)",0.1693,0.1068,0.0114,0.2293,0.4418,0.1441,0.0054,0.0876
MOD13A1_006__500m_16_days_red_reflectance_doy2012257_aid0001,_500m_16_days_red_reflectance,aid0001,2012-09-13,273099.0,0.0001,0.6166,"(0.0001,0.6166)",0.0682,0.0367,0.0013,0.0823,0.1402,0.063,0.0001,0.0437
MOD13A1_006__500m_16_days_red_reflectance_doy2012273_aid0001,_500m_16_days_red_reflectance,aid0001,2012-09-29,273125.0,0.0039,0.2112,"(0.0039,0.2112)",0.0609,0.0188,0.0004,0.0729,0.1119,0.0591,0.0079,0.0469
MOD13A1_006__500m_16_days_red_reflectance_doy2012289_aid0001,_500m_16_days_red_reflectance,aid0001,2012-10-15,273144.0,0.0063,0.2271,"(0.0063,0.2271)",0.0679,0.0191,0.0004,0.08,0.1175,0.0669,0.0175,0.055
MOD13A1_006__500m_16_days_red_reflectance_doy2012305_aid0001,_500m_16_days_red_reflectance,aid0001,2012-10-31,273016.0,0.0003,0.2025,"(0.0003,0.2025)",0.0772,0.0229,0.0005,0.0927,0.1396,0.0757,0.0145,0.0614
MOD13A1_006__500m_16_days_red_reflectance_doy2012321_aid0001,_500m_16_days_red_reflectance,aid0001,2012-11-16,273123.0,0.0067,0.1672,"(0.0067,0.1672)",0.0842,0.0237,0.0006,0.1013,0.1523,0.0831,0.0161,0.0672
MOD13A1_006__500m_16_days_red_reflectance_doy2012337_aid0001,_500m_16_days_red_reflectance,aid0001,2012-12-02,273000.0,0.0015,0.1922,"(0.0015,0.1922)",0.0923,0.0279,0.0008,0.1127,0.1742,0.091,0.0108,0.0717
MOD13A1_006__500m_16_days_red_reflectance_doy2012353_aid0001,_500m_16_days_red_reflectance,aid0001,2012-12-18,273284.0,0.0003,0.1919,"(0.0003,0.1919)",0.0966,0.029,0.0008,0.1183,0.1844,0.095,0.0081,0.0742
MOD13A1_006__500m_16_days_red_reflectance_doy2013001_aid0001,_500m_16_days_red_reflectance,aid0001,2013-01-01,272889.0,0.0018,0.2056,"(0.0018,0.2056)",0.0999,0.0283,0.0008,0.1217,0.1866,0.099,0.0135,0.078
MOD13A1_006__500m_16_days_red_reflectance_doy2013017_aid0001,_500m_16_days_red_reflectance,aid0001,2013-01-17,273088.0,0.0143,0.1911,"(0.0143,0.1911)",0.1049,0.0262,0.0007,0.1253,0.1857,0.1047,0.0246,0.085
MOD13A1_006__500m_16_days_red_reflectance_doy2013033_aid0001,_500m_16_days_red_reflectance,aid0001,2013-02-02,273166.0,0.0099,0.3674,"(0.0099,0.3674)",0.1169,0.0314,0.001,0.1408,0.2122,0.1164,0.0195,0.0922
MOD13A1_006__500m_16_days_red_reflectance_doy2013049_aid0001,_500m_16_days_red_reflectance,aid0001,2013-02-18,273050.0,0.0062,0.1966,"(0.0062,0.1966)",0.112,0.0253,0.0006,0.1309,0.1858,0.1133,0.0394,0.0943
MOD13A1_006__500m_16_days_red_reflectance_doy2013065_aid0001,_500m_16_days_red_reflectance,aid0001,2013-03-06,273080.0,0.0149,0.2001,"(0.0149,0.2001)",0.118,0.0243,0.0006,0.136,0.1879,0.1193,0.0493,0.1013
MOD13A1_006__500m_16_days_red_reflectance_doy2013081_aid0001,_500m_16_days_red_reflectance,aid0001,2013-03-22,273021.0,0.0076,0.2419,"(0.0076,0.2419)",0.1308,0.0291,0.0008,0.1507,0.2087,0.1325,0.054,0.112
MOD13A1_006__500m_16_days_red_reflectance_doy2013097_aid0001,_500m_16_days_red_reflectance,aid0001,2013-04-07,273224.0,0.0174,0.2741,"(0.0174,0.2741)",0.1314,0.0263,0.0007,0.1504,0.2045,0.1338,0.0602,0.1143
MOD13A1_006__500m_16_days_red_reflectance_doy2013113_aid0001,_500m_16_days_red_reflectance,aid0001,2013-04-23,273104.0,0.0173,0.2787,"(0.0173,0.2787)",0.136,0.0269,0.0007,0.1549,0.2104,0.1377,0.0622,0.1178
MOD13A1_006__500m_16_days_red_reflectance_doy2013129_aid0001,_500m_16_days_red_reflectance,aid0001,2013-05-09,273202.0,0.0276,0.8538,"(0.0276,0.8538)",0.1369,0.028,0.0008,0.158,0.2179,0.1374,0.058,0.118
MOD13A1_006__500m_16_days_red_reflectance_doy2013145_aid0001,_500m_16_days_red_reflectance,aid0001,2013-05-25,273108.0,0.0309,0.8353,"(0.0309,0.8353)",0.1288,0.0386,0.0015,0.1493,0.2189,0.126,0.034,0.1029
MOD13A1_006__500m_16_days_red_reflectance_doy2013161_aid0001,_500m_16_days_red_reflectance,aid0001,2013-06-10,273014.0,0.0146,0.8649,"(0.0146,0.8649)",0.2128,0.1166,0.0136,0.2688,0.4806,0.1798,0.0146,0.1276
MOD13A1_006__500m_16_days_red_reflectance_doy2013177_aid0001,_500m_16_days_red_reflectance,aid0001,2013-06-26,273173.0,0.0029,0.9569,"(0.0029,0.9569)",0.331,0.1361,0.0185,0.4216,0.7081,0.3143,0.0029,0.2305
MOD13A1_006__500m_16_days_red_reflectance_doy2013193_aid0001,_500m_16_days_red_reflectance,aid0001,2013-07-12,273011.0,0.0273,0.9986,"(0.0273,0.9986)",0.4616,0.1489,0.0222,0.569,0.8822,0.4677,0.0353,0.3551
MOD13A1_006__500m_16_days_red_reflectance_doy2013209_aid0001,_500m_16_days_red_reflectance,aid0001,2013-07-28,273001.0,0.0109,0.9175,"(0.0109,0.9175)",0.1875,0.1289,0.0166,0.2456,0.4751,0.153,0.0109,0.0926
MOD13A1_006__500m_16_days_red_reflectance_doy2013225_aid0001,_500m_16_days_red_reflectance,aid0001,2013-08-13,273103.0,0.0036,0.9195,"(0.0036,0.9195)",0.1594,0.1079,0.0116,0.2077,0.3983,0.13,0.0036,0.0806
MOD13A1_006__500m_16_days_red_reflectance_doy2013241_aid0001,_500m_16_days_red_reflectance,aid0001,2013-08-29,273086.0,0.0031,0.6868,"(0.0031,0.6868)",0.0737,0.046,0.0021,0.0896,0.1584,0.0635,0.0031,0.0437
MOD13A1_006__500m_16_days_red_reflectance_doy2013257_aid0001,_500m_16_days_red_reflectance,aid0001,2013-09-14,273127.0,0.0004,0.8498,"(0.0004,0.8498)",0.0871,0.0649,0.0042,0.0932,0.1541,0.0667,0.0004,0.0526
MOD13A1_006__500m_16_days_red_reflectance_doy2013273_aid0001,_500m_16_days_red_reflectance,aid0001,2013-09-30,273061.0,0.001,0.8105,"(0.001,0.8105)",0.0867,0.056,0.0031,0.1013,0.1745,0.072,0.001,0.0525
MOD13A1_006__500m_16_days_red_reflectance_doy2013289_aid0001,_500m_16_days_red_reflectance,aid0001,2013-10-16,273089.0,0.0085,0.1819,"(0.0085,0.1819)",0.0635,0.0175,0.0003,0.0747,0.1086,0.0631,0.0182,0.0521
MOD13A1_006__500m_16_days_red_reflectance_doy2013305_aid0001,_500m_16_days_red_reflectance,aid0001,2013-11-01,273226.0,0.0001,0.1657,"(0.0001,0.1657)",0.0713,0.0213,0.0005,0.0862,0.1318,0.0709,0.0102,0.0558
MOD13A1_006__500m_16_days_red_reflectance_doy2013321_aid0001,_500m_16_days_red_reflectance,aid0001,2013-11-17,272844.0,0.0002,0.2032,"(0.0002,0.2032)",0.0786,0.0216,0.0005,0.0939,0.1392,0.0778,0.0184,0.0637
MOD13A1_006__500m_16_days_red_reflectance_doy2013337_aid0001,_500m_16_days_red_reflectance,aid0001,2013-12-03,272895.0,0.0017,0.2149,"(0.0017,0.2149)",0.0774,0.0218,0.0005,0.0919,0.1364,0.0763,0.0177,0.0622
MOD13A1_006__500m_16_days_red_reflectance_doy2013353_aid0001,_500m_16_days_red_reflectance,aid0001,2013-12-19,273363.0,0.0001,0.1799,"(0.0001,0.1799)",0.0826,0.0219,0.0005,0.0975,0.1434,0.081,0.021,0.0669
MOD13A1_006__500m_16_days_red_reflectance_doy2014001_aid0001,_500m_16_days_red_reflectance,aid0001,2014-01-01,272983.0,0.0051,0.1867,"(0.0051,0.1867)",0.0903,0.0243,0.0006,0.1065,0.1566,0.0888,0.023,0.0731
MOD13A1_006__500m_16_days_red_reflectance_doy2014017_aid0001,_500m_16_days_red_reflectance,aid0001,2014-01-17,273072.0,0.0031,0.1991,"(0.0031,0.1991)",0.0909,0.0273,0.0007,0.1075,0.1627,0.0878,0.0155,0.0707
MOD13A1_006__500m_16_days_red_reflectance_doy2014033_aid0001,_500m_16_days_red_reflectance,aid0001,2014-02-02,272941.0,0.0017,0.2026,"(0.0017,0.2026)",0.0955,0.0231,0.0005,0.1126,0.1643,0.0956,0.0264,0.0781
MOD13A1_006__500m_16_days_red_reflectance_doy2014049_aid0001,_500m_16_days_red_reflectance,aid0001,2014-02-18,273122.0,0.0084,0.1945,"(0.0084,0.1945)",0.0981,0.0228,0.0005,0.1135,0.1616,0.0975,0.0333,0.0814
MOD13A1_006__500m_16_days_red_reflectance_doy2014065_aid0001,_500m_16_days_red_reflectance,aid0001,2014-03-06,273058.0,0.0075,0.2003,"(0.0075,0.2003)",0.1014,0.023,0.0005,0.1177,0.1667,0.102,0.036,0.085
MOD13A1_006__500m_16_days_red_reflectance_doy2014081_aid0001,_500m_16_days_red_reflectance,aid0001,2014-03-22,273087.0,0.0142,0.2585,"(0.0142,0.2585)",0.1096,0.0202,0.0004,0.1244,0.1673,0.1103,0.0527,0.0957
MOD13A1_006__500m_16_days_red_reflectance_doy2014097_aid0001,_500m_16_days_red_reflectance,aid0001,2014-04-07,273059.0,0.0048,0.2687,"(0.0048,0.2687)",0.1214,0.0227,0.0005,0.1378,0.1856,0.1222,0.0581,0.1059
MOD13A1_006__500m_16_days_red_reflectance_doy2014113_aid0001,_500m_16_days_red_reflectance,aid0001,2014-04-23,273225.0,0.0249,0.3164,"(0.0249,0.3164)",0.1151,0.0197,0.0004,0.1289,0.1695,0.1157,0.0612,0.1018
MOD13A1_006__500m_16_days_red_reflectance_doy2014129_aid0001,_500m_16_days_red_reflectance,aid0001,2014-05-09,273120.0,0.0117,0.4049,"(0.0117,0.4049)",0.1253,0.0239,0.0006,0.1416,0.1899,0.1257,0.0611,0.1094
MOD13A1_006__500m_16_days_red_reflectance_doy2014145_aid0001,_500m_16_days_red_reflectance,aid0001,2014-05-25,273075.0,0.0192,0.4919,"(0.0192,0.4919)",0.1226,0.0224,0.0005,0.1392,0.1877,0.1237,0.058,0.1067
MOD13A1_006__500m_16_days_red_reflectance_doy2014161_aid0001,_500m_16_days_red_reflectance,aid0001,2014-06-10,273059.0,0.0158,0.6946,"(0.0158,0.6946)",0.1181,0.0333,0.0011,0.1362,0.1951,0.1159,0.038,0.0969
MOD13A1_006__500m_16_days_red_reflectance_doy2014177_aid0001,_500m_16_days_red_reflectance,aid0001,2014-06-26,273116.0,0.0131,0.6539,"(0.0131,0.6539)",0.1236,0.0416,0.0017,0.1431,0.2128,0.1203,0.027,0.0966
MOD13A1_006__500m_16_days_red_reflectance_doy2014193_aid0001,_500m_16_days_red_reflectance,aid0001,2014-07-12,272976.0,0.0123,0.9126,"(0.0123,0.9126)",0.2426,0.1416,0.02,0.3318,0.6411,0.2101,0.0123,0.1256
MOD13A1_006__500m_16_days_red_reflectance_doy2014209_aid0001,_500m_16_days_red_reflectance,aid0001,2014-07-28,272988.0,0.0001,0.9777,"(0.0001,0.9777)",0.2345,0.1573,0.0248,0.315,0.6136,0.189,0.0001,0.1159
MOD13A1_006__500m_16_days_red_reflectance_doy2014225_aid0001,_500m_16_days_red_reflectance,aid0001,2014-08-13,272973.0,0.0019,0.8519,"(0.0019,0.8519)",0.1161,0.082,0.0067,0.1415,0.2573,0.0915,0.0019,0.0643
MOD13A1_006__500m_16_days_red_reflectance_doy2014241_aid0001,_500m_16_days_red_reflectance,aid0001,2014-08-29,273037.0,0.003,0.8815,"(0.003,0.8815)",0.1528,0.1053,0.0111,0.2015,0.3932,0.1221,0.003,0.0737
MOD13A1_006__500m_16_days_red_reflectance_doy2014257_aid0001,_500m_16_days_red_reflectance,aid0001,2014-09-14,273072.0,0.0035,0.6618,"(0.0035,0.6618)",0.0593,0.0235,0.0006,0.073,0.1205,0.0561,0.0035,0.0413
MOD13A1_006__500m_16_days_red_reflectance_doy2014273_aid0001,_500m_16_days_red_reflectance,aid0001,2014-09-30,273181.0,0.002,0.1844,"(0.002,0.1844)",0.0674,0.0219,0.0005,0.0812,0.1257,0.0642,0.0084,0.0515
MOD13A1_006__500m_16_days_red_reflectance_doy2014289_aid0001,_500m_16_days_red_reflectance,aid0001,2014-10-16,273152.0,0.0008,0.2516,"(0.0008,0.2516)",0.07,0.0201,0.0004,0.0828,0.1221,0.0689,0.0173,0.0566
MOD13A1_006__500m_16_days_red_reflectance_doy2014305_aid0001,_500m_16_days_red_reflectance,aid0001,2014-11-01,273231.0,0.0086,0.2814,"(0.0086,0.2814)",0.0811,0.0211,0.0004,0.0953,0.1374,0.0806,0.0251,0.0672
MOD13A1_006__500m_16_days_red_reflectance_doy2014321_aid0001,_500m_16_days_red_reflectance,aid0001,2014-11-17,273108.0,0.0074,0.2917,"(0.0074,0.2917)",0.073,0.0172,0.0003,0.0844,0.1183,0.0731,0.0279,0.0618
MOD13A1_006__500m_16_days_red_reflectance_doy2014337_aid0001,_500m_16_days_red_reflectance,aid0001,2014-12-03,272937.0,0.0039,0.2177,"(0.0039,0.2177)",0.0771,0.0189,0.0004,0.09,0.1287,0.0767,0.0255,0.0642
MOD13A1_006__500m_16_days_red_reflectance_doy2014353_aid0001,_500m_16_days_red_reflectance,aid0001,2014-12-19,273410.0,0.0039,0.2586,"(0.0039,0.2586)",0.0746,0.0188,0.0004,0.0874,0.1273,0.0737,0.0209,0.0608
MOD13A1_006__500m_16_days_red_reflectance_doy2015001_aid0001,_500m_16_days_red_reflectance,aid0001,2015-01-01,272900.0,0.005,0.1918,"(0.005,0.1918)",0.0816,0.0198,0.0004,0.0956,0.1385,0.0809,0.0241,0.067
MOD13A1_006__500m_16_days_red_reflectance_doy2015017_aid0001,_500m_16_days_red_reflectance,aid0001,2015-01-17,273181.0,0.0054,0.1805,"(0.0054,0.1805)",0.0839,0.02,0.0004,0.0977,0.1404,0.0827,0.0265,0.0692
MOD13A1_006__500m_16_days_red_reflectance_doy2015033_aid0001,_500m_16_days_red_reflectance,aid0001,2015-02-02,273053.0,0.0102,0.1873,"(0.0102,0.1873)",0.0905,0.0211,0.0004,0.1061,0.1536,0.0897,0.0269,0.0744
MOD13A1_006__500m_16_days_red_reflectance_doy2015049_aid0001,_500m_16_days_red_reflectance,aid0001,2015-02-18,273070.0,0.0099,0.1925,"(0.0099,0.1925)",0.1041,0.0226,0.0005,0.121,0.1711,0.105,0.0375,0.0876
MOD13A1_006__500m_16_days_red_reflectance_doy2015065_aid0001,_500m_16_days_red_reflectance,aid0001,2015-03-06,273084.0,0.011,0.2039,"(0.011,0.2039)",0.0986,0.0215,0.0005,0.113,0.1569,0.0983,0.0398,0.0837
MOD13A1_006__500m_16_days_red_reflectance_doy2015081_aid0001,_500m_16_days_red_reflectance,aid0001,2015-03-22,273222.0,0.0111,0.2259,"(0.0111,0.2259)",0.1091,0.0213,0.0005,0.1243,0.1697,0.1094,0.0486,0.094
MOD13A1_006__500m_16_days_red_reflectance_doy2015097_aid0001,_500m_16_days_red_reflectance,aid0001,2015-04-07,273126.0,0.0201,0.2521,"(0.0201,0.2521)",0.1108,0.0201,0.0004,0.1252,0.1679,0.1116,0.054,0.0967
MOD13A1_006__500m_16_days_red_reflectance_doy2015113_aid0001,_500m_16_days_red_reflectance,aid0001,2015-04-23,273341.0,0.0231,0.2666,"(0.0231,0.2666)",0.1202,0.0211,0.0004,0.1349,0.1778,0.1206,0.0634,0.1063
MOD13A1_006__500m_16_days_red_reflectance_doy2015129_aid0001,_500m_16_days_red_reflectance,aid0001,2015-05-09,273180.0,0.0227,0.2907,"(0.0227,0.2907)",0.1195,0.0215,0.0005,0.1355,0.1824,0.1201,0.0573,0.1042
MOD13A1_006__500m_16_days_red_reflectance_doy2015145_aid0001,_500m_16_days_red_reflectance,aid0001,2015-05-25,273119.0,0.0196,0.4243,"(0.0196,0.4243)",0.1169,0.026,0.0007,0.1364,0.1928,0.1195,0.0422,0.0987
MOD13A1_006__500m_16_days_red_reflectance_doy2015161_aid0001,_500m_16_days_red_reflectance,aid0001,2015-06-10,273184.0,0.0107,0.9239,"(0.0107,0.9239)",0.1383,0.0984,0.0097,0.146,0.2375,0.1063,0.0107,0.085
MOD13A1_006__500m_16_days_red_reflectance_doy2015177_aid0001,_500m_16_days_red_reflectance,aid0001,2015-06-26,272946.0,0.0092,0.9008,"(0.0092,0.9008)",0.1188,0.0575,0.0033,0.1314,0.2007,0.1055,0.0164,0.0852
MOD13A1_006__500m_16_days_red_reflectance_doy2015193_aid0001,_500m_16_days_red_reflectance,aid0001,2015-07-12,272996.0,0.012,0.8794,"(0.012,0.8794)",0.177,0.1041,0.0108,0.2076,0.3558,0.1434,0.012,0.1088
MOD13A1_006__500m_16_days_red_reflectance_doy2015209_aid0001,_500m_16_days_red_reflectance,aid0001,2015-07-28,273062.0,0.0076,0.8961,"(0.0076,0.8961)",0.2082,0.1168,0.0136,0.2691,0.4896,0.1803,0.0076,0.1221
MOD13A1_006__500m_16_days_red_reflectance_doy2015225_aid0001,_500m_16_days_red_reflectance,aid0001,2015-08-13,273031.0,0.0019,0.84,"(0.0019,0.84)",0.1065,0.0618,0.0038,0.1272,0.2181,0.092,0.0019,0.0666
MOD13A1_006__500m_16_days_red_reflectance_doy2015241_aid0001,_500m_16_days_red_reflectance,aid0001,2015-08-29,272992.0,0.0004,0.7188,"(0.0004,0.7188)",0.0811,0.0452,0.002,0.0978,0.1671,0.0705,0.0004,0.0516
MOD13A1_006__500m_16_days_red_reflectance_doy2015257_aid0001,_500m_16_days_red_reflectance,aid0001,2015-09-14,273109.0,0.0087,0.7282,"(0.0087,0.7282)",0.0642,0.0287,0.0008,0.0853,0.1577,0.0654,0.0087,0.037
MOD13A1_006__500m_16_days_red_reflectance_doy2015273_aid0001,_500m_16_days_red_reflectance,aid0001,2015-09-30,273215.0,0.0099,0.5324,"(0.0099,0.5324)",0.0607,0.0207,0.0004,0.0758,0.1252,0.0595,0.0099,0.0428
MOD13A1_006__500m_16_days_red_reflectance_doy2015289_aid0001,_500m_16_days_red_reflectance,aid0001,2015-10-16,273177.0,0.0133,0.1861,"(0.0133,0.1861)",0.0643,0.021,0.0004,0.078,0.1222,0.0616,0.0133,0.0485
MOD13A1_006__500m_16_days_red_reflectance_doy2015305_aid0001,_500m_16_days_red_reflectance,aid0001,2015-11-01,273164.0,0.001,0.1885,"(0.001,0.1885)",0.0775,0.0233,0.0005,0.0933,0.1419,0.0761,0.0125,0.0609
MOD13A1_006__500m_16_days_red_reflectance_doy2015321_aid0001,_500m_16_days_red_reflectance,aid0001,2015-11-17,273160.0,0.0052,0.2019,"(0.0052,0.2019)",0.079,0.0234,0.0005,0.094,0.1411,0.0775,0.0155,0.0626
MOD13A1_006__500m_16_days_red_reflectance_doy2015337_aid0001,_500m_16_days_red_reflectance,aid0001,2015-12-03,273022.0,0.0002,0.1766,"(0.0002,0.1766)",0.0763,0.0201,0.0004,0.09,0.1315,0.0752,0.0208,0.0623
MOD13A1_006__500m_16_days_red_reflectance_doy2015353_aid0001,_500m_16_days_red_reflectance,aid0001,2015-12-19,273306.0,0.0007,0.1855,"(0.0007,0.1855)",0.0841,0.0215,0.0005,0.0992,0.1442,0.0835,0.0242,0.0692
MOD13A1_006__500m_16_days_red_reflectance_doy2016001_aid0001,_500m_16_days_red_reflectance,aid0001,2016-01-01,273013.0,0.0019,0.1855,"(0.0019,0.1855)",0.0867,0.0226,0.0005,0.1029,0.1521,0.0864,0.0207,0.07
MOD13A1_006__500m_16_days_red_reflectance_doy2016017_aid0001,_500m_16_days_red_reflectance,aid0001,2016-01-17,272905.0,0.0021,0.2046,"(0.0021,0.2046)",0.0974,0.0236,0.0006,0.115,0.1674,0.0978,0.0275,0.08
MOD13A1_006__500m_16_days_red_reflectance_doy2016033_aid0001,_500m_16_days_red_reflectance,aid0001,2016-02-02,273030.0,0.005,0.1964,"(0.005,0.1964)",0.1045,0.0237,0.0006,0.1223,0.1739,0.1054,0.0348,0.0873
